Episode,Loss,Average Reward,Winner,Epsilon,Cumulative Reward End Game
32,0.0026418977028583868,573.2727272727273,2,0.0009954703940636294,18918
33,0.004284569019318951,370.9834710743802,1,0.0009954703940636294,44889
34,0.005062559056909777,129.55844155844156,1,0.0009954703940636294,9976
35,0.0053904488536886674,279.7,1,0.0009954703940636294,13985
36,0.005766472216123475,238.20833333333334,2,0.0009954703940636294,5717
37,0.007463085053359464,579.3529411764706,1,0.0009954703940636294,19698
38,0.00451045088493629,269.06198347107437,2,0.0009954703940636294,65113
39,0.002757288793588941,637.6504854368932,2,0.0009954703940636294,65678
40,0.005260270769099407,477.10526315789474,2,0.0009954703940636294,9065
41,0.007902275775052203,468.85526315789474,2,0.0009954703940636294,35633
42,0.008035226994991262,243.53846153846155,2,0.0009954703940636294,6332
43,0.003199255780486965,503.14666666666665,1,0.0009954703940636294,37736
44,0.005257765978171847,634.0540540540541,1,0.0009954703940636294,46920
45,0.004295690000617469,188.0,1,0.0009954703940636294,27260
46,0.002740014467860874,40.80392156862745,2,0.0009954703940636294,4162
47,0.006302964191490901,463.2340425531915,1,0.0009954703940636294,21772
48,0.005875234739505686,241.25,2,0.0009954703940636294,7720
49,0.004215217732507881,205.33620689655172,1,0.0009954703940636294,23819
50,0.003379869812306424,627.1764705882352,2,0.0009954703940636294,42648
51,0.004120561937156708,169.82758620689654,1,0.0009954703940636294,9850
52,0.003907465148870415,502.7142857142857,2,0.0009954703940636294,17595
53,0.005496200324046185,85.28571428571429,2,0.0009954703940636294,3582
54,0.006939998242273759,525.4411764705883,1,0.0009954703940636294,35730
55,0.006643334117541144,83.36144578313252,1,0.0009954703940636294,6919
56,0.00475002968374838,401.0357142857143,1,0.0009954703940636294,11229
57,0.005125050240280871,336.8101265822785,1,0.0009954703940636294,26608
58,0.007781680819960002,387.61538461538464,2,0.0009954703940636294,5039
59,0.005588980928905585,256.73333333333335,2,0.0009954703940636294,30808
60,0.0051390566652003145,131.31578947368422,1,0.0009954703940636294,4990
61,0.006728012289954677,484.1140939597315,2,0.0009954703940636294,72133
62,0.006527918899678298,556.5897435897435,1,0.0009954703940636294,21707
63,0.002809844085390978,156.28125,2,0.0009954703940636294,5001
64,0.003697241744589519,228.34666666666666,2,0.0009954703940636294,34252
65,0.003471905200171932,177.12328767123287,1,0.0009954703940636294,25860
66,0.00662653811104974,140.2,2,0.0009954703940636294,10515
67,0.0033554923526253333,449.36,2,0.0009954703940636294,11234
68,0.0020360267029673196,267.6363636363636,1,0.0009954703940636294,2944
69,0.007022088587632425,632.46875,1,0.0009954703940636294,40478
70,0.0045473386502408175,180.37012987012986,2,0.0009954703940636294,55554
71,0.005803176730864834,409.2142857142857,1,0.0009954703940636294,28645
72,0.0036477775066714457,559.0,2,0.0009954703940636294,47515
73,0.004292949616115038,93.12658227848101,1,0.0009954703940636294,14714
74,0.008264945680991787,148.8095238095238,2,0.0009954703940636294,31250
75,0.0033523934669119626,440.75,1,0.0009954703940636294,7052
76,0.00531600659724063,586.7837837837837,2,0.0009954703940636294,21711
77,0.006761494414377012,450.95454545454544,2,0.0009954703940636294,9921
78,0.004884900980584916,226.07692307692307,2,0.0009954703940636294,2939
79,0.0048047237679043064,170.54054054054055,2,0.0009954703940636294,6310
80,0.00171502205142815,433.968253968254,2,0.0009954703940636294,27340
81,0.0051817551649264715,167.96363636363637,2,0.0009954703940636294,9238
82,0.003967195203415486,574.4842105263158,2,0.0009954703940636294,54576
83,0.0028286534792414386,268.9488636363636,2,0.0009954703940636294,47335
84,0.005612706365809572,440.45098039215685,2,0.0009954703940636294,22463
85,0.005611834650323999,649.0866141732283,1,0.0009954703940636294,82434
86,0.005833631836878794,293.6142857142857,2,0.0009954703940636294,41106
87,0.0071527827296336,542.625,1,0.0009954703940636294,21705
88,0.005417607571814642,333.41818181818184,2,0.0009954703940636294,18338
89,0.0055378901838594174,236.81666666666666,2,0.0009954703940636294,14209
90,0.007408998247285581,480.26126126126127,2,0.0009954703940636294,53309
91,0.006051237745907656,444.8888888888889,1,0.0009954703940636294,12012
92,0.005713766075075455,356.28025477707007,1,0.0009954703940636294,55936
93,0.0037759154927812233,426.8780487804878,2,0.0009954703940636294,17502
94,0.003653838719230862,353.3497942386831,2,0.0009954703940636294,85864
95,0.008785615985573259,454.7012987012987,1,0.0009954703940636294,35012
96,0.003215263337722263,241.34545454545454,2,0.0009954703940636294,13274
97,0.007406433023447789,297.5151515151515,2,0.0009954703940636294,9818
98,0.005744033501457579,193.68067226890756,2,0.0009954703940636294,46096
99,0.0025624178081216087,652.9324324324324,2,0.0009954703940636294,48317
100,0.008498641707603838,215.6734693877551,2,0.0009954703940636294,10568
