Episode,Loss,Average Reward,Winner,Epsilon,Cumulative Reward End Game
1,2.3416550324764103,160.9090909090909,1,1.0,3540
2,1.9214187980396673,316.57894736842104,2,0.9483548639781193,30075
3,1.7396316076556104,364.54954954954957,1,0.8495219033622532,40465
4,1.7212390272516132,105.76595744680851,2,0.8104990823150267,4971
5,1.6806465223424993,111.98550724637681,2,0.7564343028582378,7727
6,0.003797186657209295,612.4871794871794,2,0.7274870315965022,23887
7,1.6738315041284864,92.31111111111112,1,0.6655086551356549,8308
8,1.6734749020872073,85.42424242424242,1,0.6445391933396063,2819
9,1.658138930829324,496.25,2,0.6317701402576925,9925
10,10.17109632137604,233.04040404040404,2,0.5721928545406272,23071
11,646.5312538935793,63.464285714285715,1,0.5415571356255309,3554
12,639.6624258795764,331.3448275862069,1,0.4826979212409374,38436
13,1924.1678747667654,100.2512077294686,2,0.39240225214322594,20752
14,2560.65448238839,278.8181818181818,1,0.380038079308654,9201
15,2562.0801072946733,570.027027027027,2,0.3662268477740143,21091
16,2561.9072345675604,49.896103896103895,2,0.2906551075963786,11526
17,3836.4453382030756,46.622950819672134,1,0.27372045462388644,2844
18,3191.3480514057396,350.86206896551727,1,0.2585473444814836,20350
19,3828.5061051775847,493.06382978723406,1,0.24691788022723601,23174
20,5749.757846914292,364.3541666666667,2,0.2353401222790632,17489
21,3836.0178217519497,349.75,1,0.22452976478200387,16788
22,5111.672593191746,99.58095238095238,1,0.20234137500037297,10456
23,6388.874783796717,92.68041237113403,2,0.18362721809277882,8990
24,7662.664172727262,280.2266666666667,2,0.17035256289514833,21017
25,5114.285545809087,365.0108695652174,2,0.15537229779623737,33581
26,8291.946410411008,303.4166666666667,2,0.15351805068921792,3641
27,9575.564158563822,73.27586206896552,1,0.14500810467456865,4250
28,7023.566880563218,411.4117647058824,2,0.13779459277533324,20982
29,9567.611730845862,197.11111111111111,2,0.13533526065815754,3548
30,7662.204404332593,418.22727272727275,1,0.11871071515675109,55206
31,9566.168710709395,378.42201834862385,2,0.10644570384443867,41248
32,10849.593763424149,391.5,2,0.10454588083304645,7047
33,10846.44863109336,327.46153846153845,1,0.1019633584379136,8514
34,8933.64572851258,109.23376623376623,2,0.09440320199913639,8411
35,10205.339450203377,387.25,1,0.09262559299680356,7745
36,12115.316777475617,296.75,1,0.0916117906287544,3561
37,12753.748675305362,402.7142857142857,2,0.08845929214020377,14095
38,8290.096848889789,352.7096774193548,1,0.08068046202340713,32802
39,11481.127079262955,34.96907216494845,1,0.0732917761111664,3392
40,11489.473668852124,502.74285714285713,2,0.0707696966732701,17596
41,10846.765146410176,605.8571428571429,2,0.06929830097785661,12723
42,12108.693811944935,445.34090909090907,2,0.06631382347339956,19595
43,13384.272318104928,263.4096385542169,2,0.06102946904495655,21863
44,11476.792996160808,211.7716049382716,1,0.05194971819092284,34307
45,14021.251341603249,150.51063829787233,1,0.04961301892243418,7074
46,16578.964541208687,43.96153846153846,1,0.04593442113789762,3429
47,14657.128896036604,116.25806451612904,1,0.04457618473551992,3604
48,15930.626349035652,36.9453125,2,0.03450387568672859,9458
49,10203.241584411808,396.1111111111111,2,0.034194580051090336,3565
50,13377.589884353543,129.04545454545453,2,0.03345014582754029,2839
51,14020.581463886792,534.195652173913,2,0.031945557660212946,24573
52,17214.027527493337,194.75,2,0.029725257544245307,14022
53,15444.96200219039,562.7428571428571,1,0.028731098151589272,19696
54,17356.97847276366,62.220588235294116,1,0.026868284417368722,4231
55,14813.744428916722,253.32,2,0.025557263357799734,12666
56,16571.911311144235,67.33333333333333,1,0.024020089332094666,4242
57,16078.764583736369,132.6875,2,0.022893808886447924,6369
58,15922.445001868207,537.1511627906976,1,0.0210273504213107,46195
59,15930.900691716743,552.8684210526316,1,0.020263180668224277,21009
60,15300.709279557253,80.38235294117646,2,0.01893044469178766,5466
61,14810.076655509383,363.2608695652174,2,0.018078952945462943,16710
62,10206.524506963828,284.463768115942,1,0.016889876491907582,19628
63,12886.780199323472,615.6734693877551,1,0.016097925331392676,30168
64,13534.785967721216,162.7246376811594,2,0.015024104519322571,11228
65,13552.833756688393,441.46153846153845,2,0.014829958754552916,5739
66,13550.917451143356,41.02985074626866,2,0.013868441352741484,2749
67,11450.108763178898,119.98113207547169,2,0.013152203812667672,6359
68,17348.227378611904,635.9272727272727,1,0.012460483501317184,34976
69,10830.451948776783,26.71119133574007,1,0.009998671593271896,7399
70,12121.838013266472,168.66666666666666,1,0.009998671593271896,3542
71,10842.285657144092,469.1951219512195,1,0.009998671593271896,115422
72,14167.477876222503,88.95833333333333,1,0.009998671593271896,4270
73,12912.152562171286,63.83505154639175,1,0.009998671593271896,6192
74,15452.36511933751,280.75,2,0.009998671593271896,16845
75,10989.35992477566,120.890625,2,0.009998671593271896,7737
76,13367.96514157235,34.95876288659794,1,0.009998671593271896,3391
77,14018.28363454795,485.2,1,0.009998671593271896,31538
78,14020.341404062896,656.8484848484849,2,0.009998671593271896,43352
79,10962.378841610323,357.1666666666667,2,0.009998671593271896,6429
80,14173.965426510647,219.76923076923077,2,0.009998671593271896,2857
