Episode,Loss,Average Reward,Winner,Epsilon,Cumulative Reward End Game
81,8919.5829189574,341.2307692307692,2,0.009998671593271896,13308
82,12087.977976768958,405.15384615384613,1,0.009998671593271896,10534
83,10817.105355200645,56.252252252252255,1,0.009998671593271896,6244
84,12729.300745944389,203.36864406779662,1,0.009998671593271896,47995
85,9549.616387109654,455.94117647058823,1,0.009998671593271896,7751
86,14004.780206849508,622.7142857142857,2,0.009998671593271896,21795
87,13506.958389168787,145.82051282051282,2,0.009998671593271896,5687
88,10953.312749956869,515.9230769230769,1,0.009998671593271896,13414
89,12727.157855822687,536.64,1,0.009998671593271896,13416
90,8923.410505556669,77.140625,2,0.009998671593271896,4937
91,11442.374621389874,335.2162162162162,1,0.009998671593271896,37209
92,12236.381537076446,391.6111111111111,1,0.009998671593271896,7049
93,8277.660919670421,250.35714285714286,2,0.009998671593271896,17525
94,12104.105695151193,99.36507936507937,1,0.009998671593271896,6260
95,8894.71756578911,134.65853658536585,2,0.009998671593271896,5521
96,12075.684824418993,235.82022471910113,1,0.009998671593271896,20988
97,10982.150986930166,167.2173913043478,1,0.009998671593271896,15384
98,12104.269143148966,347.69565217391306,2,0.009998671593271896,23991
99,11620.888793522074,55.79838709677419,2,0.009998671593271896,6919
100,9550.450705844503,39.85950413223141,2,0.009998671593271896,4823
